;data_PV_Aufdach_Erfurt;data_PV_Aufdach_Nordhausen;data_PV_Aufdach_Gera;data_PV_Aufdach_Hildburghausen
2428;0;0;0;0
2429;0;0;0;0
2430;0,029687657;0,047715083;0,047569887;0,02571398
2431;0,067961625;0,205980948;0,155819684;0,091972188
2432;0,170779934;0,40374375;0,267914408;0,157632829
2433;0,170806421;0,55976329;0,387972039;0,255976066
2434;0,235058684;0,648946895;0,456269566;0,281779066
2435;0,230909882;0,708787895;0,505884237;0,310811053
2436;0,236816448;0,722142079;0,436987145;0,349164
2437;0,247317276;0,671932658;0,450685658;0,322356908
2438;0,183207079;0,588133105;0,38211604;0,304969259
2439;0,175766684;0,474617724;0,297962526;0,202342619
2440;0,113764599;0,314519211;0,204061856;0,141874362
2441;0,072121986;0,141981513;0,098491804;0,06782293
2442;0,003660393;0,025922022;0,012453475;0,003819769
2443;0;0;0;0
2444;0;0;0;0
2445;0;0;0;0
2446;0;0;0;0
2447;0;0;0;0
2448;0;0;0;0
2449;0;0;0;0
2450;0;0;0;0
2451;0;0;0;0
2452;0;0;0;0
2453;0;0;0;0
2454;0,03134371;0;0,03030769;0,058165587
2455;0,132407483;0,008052096;0,079062501;0,233647658
2456;0,231569645;0,020598648;0,137346316;0,441831829
2457;0,386146855;0,092868648;0,188001197;0,603582158
2458;0,400088566;0,75161471;0,220750974;0,707995697
2459;0,285058619;0,80969554;0,238764434;0,755144684
2460;0,375629171;0,795269842;0,229416987;0,761044026
2461;0,268721053;0,397232803;0,219626487;0,720584171
2462;0,217820566;0,455053579;0,209029101;0,636288592
2463;0,133841384;0,213406895;0,164541801;0,51803929
2464;0,065081542;0,022970594;0,122536559;0,349498697
2465;0,013472942;0,009404804;0,061450196;0,163506647
2466;0,002054476;0,00149558;0,00692171;0,027688839
2467;0;0;0;0
2468;0;0;0;0
2469;0;0;0;0
2470;0;0;0;0
2471;0;0;0;0
2472;0;0;0;0
2473;0;0;0;0
2474;0;0;0;0
2475;0;0;0;0
2476;0;0;0;0
2477;0;0;0;0
2478;0,034356324;0,031785174;0,039846805;0,054849194
2479;0,102040077;0,105688038;0,10183035;0,22934475
2480;0,207164428;0,123520184;0,210303119;0,440529158
2481;0,271470628;0,245051448;0,155049158;0,597215685
2482;0,27134325;0,423252513;0,252112117;0,705118263
2483;0,354290408;0,272318448;0,354988698;0,753777
2484;0,338639092;0,1889292;0,433091171;0,754133369
2485;0,29166829;0,082309547;0,51790204;0,713119698
2486;0,248446579;0,061231078;0,567668408;0,630384434
2487;0,220100842;0,084855655;0,388424724;0,50330779
2488;0,144846908;0,083116192;0,269409711;0,346609224
2489;0,078352172;0,069854471;0,153088409;0,160226131
2490;0,020850659;0,034351267;0,031515273;0,031533091
2491;0;0,00015445;0;0
2492;0;0;0;0
2493;0;0;0;0
2494;0;0;0;0
2495;0;0;0;0
2496;0;0;0;0
2497;0;0;0;0
2498;0;0;0;0
2499;0;0;0;0
2500;0;0;0;0
2501;0;0;0;0
2502;0,050244336;0,01497489;0,044884843;0,028853851
2503;0,171853855;0,043704975;0,099434495;0,075703729
2504;0,201983842;0,076016274;0,150825711;0,13025025
2505;0,479674303;0,073788008;0,165041681;0,165636671
2506;0,451326158;0,123507182;0,329944184;0,157620789
2507;0,549105947;0,138983684;0,573189711;0,14736075
2508;0,403006934;0,141827408;0,326905421;0,121755438
2509;0,542725026;0,130397131;0,261767053;0,12948454
2510;0,67522425;0,136852698;0,275776184;0,112479024
2511;0,347099953;0,143419026;0,562578118;0,105537063
2512;0,147006789;0,087428491;0,312869803;0,069645948
2513;0,020229494;0,051057722;0,125048957;0,039599033
2514;0,002037344;0,013238918;0,020349311;0,010630976
2515;0;4,43E-05;0;1,90E-05
2516;0;0;0;0
2517;0;0;0;0
2518;0;0;0;0
2519;0;0;0;0
2520;0;0;0;0
2521;0;0;0;0
2522;0;0;0;0
2523;0;0;0;0
2524;0;0;0;0
2525;0;0;0;0
2526;0,045989826;0,051503905;0,065094834;0,035095307
2527;0,130821643;0,092599927;0,181367448;0,079980632
2528;0,237594197;0,147363158;0,358480145;0,137495605
2529;0,308875105;0,285896566;0,454637013;0,181109803
2530;0,407093132;0,246233724;0,522178461;0,170854579
2531;0,399380645;0,437755263;0,562166369;0,173416579
2532;0,426517619;0,424832092;0,577829724;0,164675921
2533;0,321983684;0,535178684;0,464015763;0,252946934
2534;0,326871711;0,496291184;0,383914737;0,150647527
2535;0,26636854;0,46266975;0,3163155;0,179802316
2536;0,178107158;0,35384254;0,171523011;0,08874898
2537;0,088357697;0,179010118;0,0674721;0,057371222
2538;0,025373143;0,03144412;0,018508192;0,006298287
2539;7,05E-05;0,000287021;0;0
2540;0;0;0;0
2541;0;0;0;0
2542;0;0;0;0
2543;0;0;0;0
2544;0;0;0;0
2545;0;0;0;0
2546;0;0;0;0
2547;0;0;0;0
2548;0;0;0;0
2549;0;0;0;0
2550;0,072674838;0,059816921;0,076656052;0,034452086
2551;0,240539053;0,211894737;0,199946763;0,086036246
2552;0,429874224;0,475624224;0,359349395;0,147864482
2553;0,59662575;0,440849408;0,539787395;0,204355619
2554;0,694309224;0,448708776;0,57173775;0,257517119
2555;0,729522276;0,486820934;0,653341303;0,284225487
2556;0,746163237;0,361282934;0,52928175;0,285087513
2557;0,690129119;0,173222503;0,523558184;0,276638211
2558;0,615173763;0,149434911;0,418663066;0,225388579
2559;0,491032342;0,128338382;0,158086717;0,167820632
2560;0,327745776;0,104889581;0,142849318;0,128916517
2561;0,157524474;0,074399372;0,048462012;0,057794289
2562;0,02950745;0,024394502;0,003504859;0,016677753
2563;6,12E-05;0,000253527;0;6,92E-05
2564;0;0;0;0
2565;0;0;0;0
2566;0;0;0;0
2567;0;0;0;0
2568;0;0;0;0
2569;0;0;0;0
2570;0;0;0;0
2571;0;0;0;0
2572;0;0;0;0
2573;0;0;0;0
2574;0,074357475;0,009124717;0,077061541;0,014898199
2575;0,180203712;0,045591561;0,237856658;0,043829463
2576;0,342780671;0,095303511;0,421374355;0,103554162
2577;0,442982803;0,134830066;0,583967448;0,108650953
2578;0,492561355;0,151682921;0,678689211;0,169958842
2579;0,548785697;0,149802355;0,710446934;0,185092461
2580;0,536767895;0,150308976;0,7075695;0,1539945
2581;0,466551277;0,111854175;0,67568175;0,114199224
2582;0,420233013;0,126660079;0,594788527;0,13268704
2583;0,396255197;0,133038592;0,477023211;0,079039145
2584;0,150350873;0,081651951;0,318838974;0,067799815
2585;0,045166567;0,053651265;0,145503782;0,036487311
2586;0,003831731;0,017675898;0,028875233;0,007519808
2587;0;9,21E-05;2,02E-05;4,19E-05
2588;0;0;0;0
2589;0;0;0;0
2590;0;0;0;0
2591;0;0;0;0
2592;0;0;0;0
2593;0;0;0;0
2594;0;0;0;0
2595;0;0;0;0
2596;0;0;0;0
2597;0;0;0;0,002460741
2598;0,069568413;0,011324353;0,037044738;0,083911279
2599;0,250669066;0,033738939;0,12555004;0,255458368
2600;0,269953895;0,060773818;0,155465724;0,498094698
2601;0,599582645;0,087128226;0,270254882;0,578472632
2602;0,672272171;0,102174679;0,297625421;0,404808039
2603;0,579445421;0,109217289;0,269595118;0,470078843
2604;0,613613447;0,09859149;0,424933224;0,500875816
2605;0,35009104;0,088184088;0,433343518;0,415308869
2606;0,342034224;0,082971478;0,454055266;0,473002027
2607;0,333341723;0,065363266;0,320889537;0,296703197
2608;0,18996604;0,047319225;0,26270854;0,231097698
2609;0,122566658;0,027005985;0,126443369;0,107996005
2610;0,025600279;0,006849449;0,036913027;0,026567747
2611;9,88E-05;6,31E-05;0,000174736;0,000117691
2612;0;0;0;0
2613;0;0;0;0
2614;0;0;0;0
2615;0;0;0;0
2616;0;0;0;0
2617;0;0;0;0
2618;0;0;0;0
2619;0;0;0;0
2620;0;0;0;0
2621;0;0;0;0
2622;0,018889669;0,018369155;0,022820582;0,055259258
2623;0,051620447;0,048609134;0,058109001;0,170032042
2624;0,085611012;0,084714794;0,099845522;0,287895118
2625;0,116669483;0,111914372;0,135371842;0,362577418
2626;0,139929987;0,135919879;0,168278132;0,409987421
2627;0,157924184;0,146142355;0,180510237;0,503575066
2628;0,156017132;0,147264434;0,187546105;0,544075856
2629;0,148644158;0,140387487;0,185130987;0,502125513
2630;0,131740737;0,124170316;0,176462566;0,439705658
2631;0,107037663;0,102219707;0,14796754;0,380415825
2632;0,076410928;0,072279943;0,106782667;0,273219
2633;0,042567245;0,041069293;0,068001115;0,160348934
2634;0,011797962;0,01194754;0,019950154;0,041301655
2635;0,000105362;0,000122855;5,81E-05;0,000679026
2636;0;0;0;0
2637;0;0;0;0
2638;0;0;0;0
2639;0;0;0;0
2640;0;0;0;0
2641;0;0;0;0
2642;0;0;0;0
2643;0;0;0;0
2644;0;0;0;0
2645;0;0;0;0
2646;0,005220725;0,07985205;0,049604799;0,056637296
2647;0,019770983;0,243943816;0,089571276;0,165106934
2648;0,032085438;0,438005684;0,160474145;0,115184534
2649;0,045322599;0,608241434;0,239578303;0,461911263
2650;0,058609121;0,700158;0,354328934;0,352441145
2651;0,064924547;0,755761105;0,411278053;0,504875329
2652;0,065486309;0,763442289;0,439696027;0,237989092
2653;0,062891803;0,725580553;0,403283842;0,48151875
2654;0,054991982;0,649577763;0,384336118;0,747713921
2655;0,041428551;0,53048329;0,296931947;0,309277224
2656;0,027537407;0,372327947;0,2529975;0,068736726
2657;0,016220542;0,177695408;0,144059526;0,012026326
2658;0,003933036;0,041327901;0,041904833;0,001875731
2659;0;0,000532145;0,000384782;0
2660;0;0;0;0
2661;0;0;0;0
2662;0;0;0;0
2663;0;0;0;0
2664;0;0;0;0
2665;0;0;0;0
2666;0;0;0;0
2667;0;0;0;0
2668;0;0;0;0
2669;0;0;0,003029621;0
2670;0,0708576;0,07901314;0,096171797;0,016643007
2671;0,213300948;0,256224079;0,250442724;0,046665963
2672;0,371046947;0,448020118;0,440594171;0,081597052
2673;0,482320579;0,60128021;0,597136224;0,105910768
2674;0,551586079;0,707918645;0,682204737;0,116260382
2675;0,607415526;0,759394619;0,720239842;0,112364408
2676;0,616994132;0,76184104;0,727006027;0,133888579
2677;0,571181526;0,726011566;0,692344381;0,131702211
2678;0,509349197;0,641333132;0,601400605;0,103153729
2679;0,410420842;0,520281039;0,488402921;0,075568164
2680;0,274480737;0,360156039;0,318655974;0,053494512
2681;0,140517513;0,176450527;0,154746967;0,024788072
2682;0,040353715;0,040229179;0,031320209;0,00737071
2683;0,000295208;0,000563445;0,000114902;0,000101288
2684;0;0;0;0
2685;0;0;0;0
2686;0;0;0;0
2687;0;0;0;0
2688;0;0;0;0
2689;0;0;0;0
2690;0;0;0;0
2691;0;0;0;0
2692;0;0;0;0
2693;0;0,001879172;0,004622294;0
2694;0,0590358;0,077150151;0,088527213;0,077068283
2695;0,198006482;0,231627434;0,241832092;0,212580987
2696;0,326842815;0,399072434;0,394906777;0,393763026
2697;0,41903629;0,530519408;0,518188579;0,499813934
2698;0,461547671;0,622048303;0,601800316;0,611508948
2699;0,492221842;0,656760513;0,646827948;0,641797855
2700;0,503211474;0,656849605;0,629435724;0,638284737
2701;0,434186763;0,61814029;0,596541474;0,523377592
2702;0,412513303;0,541747421;0,53007154;0,523632829
2703;0,337124527;0,428299461;0,422130434;0,413298276
2704;0,21456437;0,290413776;0,277365395;0,288509132
2705;0,104898249;0,147859184;0,134852218;0,146264194
2706;0,029465095;0,040572545;0,032957241;0,035002603
2707;0,000256902;0,000273053;0,000120681;0,000638911
2708;0;0;0;0
2709;0;0;0;0
2710;0;0;0;0
2711;0;0;0;0
2712;0;0;0;0
2713;0;0;0;0
2714;0;0;0;0
2715;0;0;0;0
2716;0;0;0;0
2717;0;0;0;0,002048204
2718;0,016826056;0,018378883;0,056574547;0,0809775
2719;0,014273326;0,044009574;0,114681284;0,231716526
2720;0,060873987;0,074634383;0,233587461;0,419086855
2721;0,191446895;0,094211049;0,31974675;0,564981198
2722;0,276221645;0,115260383;0,432055776;0,658576066
2723;0,252503882;0,120430855;0,403185118;0,71804625
2724;0,311795882;0,124025842;0,293599421;0,732317842
2725;0,288552473;0,126243513;0,32615175;0,683584461
2726;0,287957724;0,119981542;0,228275645;0,598007882
2727;0,210182724;0,082597291;0,187162046;0,47105404
2728;0,119159005;0,053684495;0,099435699;0,322701237
2729;0,074470646;0,02457377;0,040388341;0,15614475
2730;0,025277838;0,006711212;0,003922728;0,043416244
2731;0,000528091;0,000130659;0;0,00032769
2732;0;0;0;0
2733;0;0;0;0
2734;0;0;0;0
2735;0;0;0;0
2736;0;0;0;0
2737;0;0;0;0
2738;0;0;0;0
2739;0;0;0;0
2740;0;0;0;0
2741;0;0;0;0,003450265
2742;0,055852804;0,011682696;0,003943795;0,087853485
2743;0,16985771;0,036262413;0,015541853;0,234167763
2744;0,361918618;0,063593945;0,028713904;0,396028855
2745;0,514957184;0,083627147;0,052238313;0,537052027
2746;0,591046658;0,09131989;0,765296369;0,613331724
2747;0,325243974;0,104500224;0,849945908;0,641790632
2748;0,080069724;0,105571737;0,824246448;0,640102697
2749;0,198051028;0,113356461;0,399265066;0,614884816
2750;0,721349882;0,08571094;0,447673382;0,546991816
2751;0,113402211;0,058282611;0,194497697;0,443469197
2752;0,130506691;0,043222433;0,026944752;0,303454934
2753;0,014809155;0,028432662;0,010451202;0,154329197
2754;0,0024471;0,009063292;0,002123462;0,037843678
2755;0;0,000236988;0;0,000400111
2756;0;0;0;0
2757;0;0;0;0
2758;0;0;0;0
2759;0;0;0;0
2760;0;0;0;0
2761;0;0;0;0
2762;0;0;0;0
2763;0;0;0;0
2764;0;0;0;0
2765;0,013985414;0;0,003774787;0
2766;0,092185046;0,025060405;0,077569125;0,01013035
2767;0,260450897;0,015968002;0,308477803;0,02881335
2768;0,504764566;0,084769212;0,417829934;0,051644767
2769;0,520976921;0,132136836;0,406678974;0,076107774
2770;0,382308671;0,247810895;0,503110342;0,082564544
2771;0,464644224;0,232236632;0,47951779;0,085320379
2772;0,167030842;0,360820618;0,485802394;0,081339647
2773;0,205321184;0,257774763;0,364282208;0,085474966
2774;0,250955605;0,237534;0,307052329;0,071700123
2775;0,134979355;0,278282803;0,035055095;0,06128357
2776;0,085328325;0,198988421;0,018394534;0,043717978
2777;0,078191325;0,124407012;0,009144101;0,026106636
2778;0,012649056;0,037878352;0,001745815;0,007427561
2779;0,00023831;0,001465572;0;0,000165143
2780;0;0;0;0
2781;0;0;0;0
2782;0;0;0;0
2783;0;0;0;0
2784;0;0;0;0
2785;0;0;0;0
2786;0;0;0;0
2787;0;0;0;0
2788;0;0;0;0
2789;0;0,008338874;0;0
2790;0,025256769;0,094744398;0,052629596;0,051623096
2791;0,066079133;0,27185854;0,120041258;0,085018429
2792;0,115116632;0,453681079;0,172768855;0,144680763
2793;0,141213395;0,612842921;0,249510868;0,174639789
2794;0,178061408;0,709531934;0,284442197;0,189460382
2795;0,206313237;0,752120368;0,339790066;0,223782513
2796;0,208899316;0,750150711;0,37809004;0,206493829
2797;0,233835474;0,711513632;0,340485947;0,180435592
2798;0,225352461;0,632103671;0,296996961;0,156465
2799;0,172039263;0,501954553;0,259684224;0,165241776
2800;0,124143829;0,354759948;0,179161816;0,049186788
2801;0,067866032;0,172137987;0,091068987;0,013230732
2802;0,0232593;0,050514983;0,028422067;0,002385956
2803;0,000434502;0,000914735;0,000517842;0
2804;0;0;0;0
2805;0;0;0;0
2806;0;0;0;0
2807;0;0;0;0
2808;0;0;0;0
2809;0;0;0;0
2810;0;0;0;0
2811;0;0;0;0
2812;0;0;0;0
2813;0;0,008177524;0,013464562;0
2814;0,051229646;0,085690232;0,075595615;0,017451579
2815;0,106506;0,247998711;0,161047224;0,015205566
2816;0,155883012;0,400471421;0,249332684;0,061748294
2817;0,21435079;0,518918171;0,343690855;0,189241263
2818;0,181451724;0,612024237;0,40191375;0,271911513
2819;0,239917816;0,655176119;0,405190895;0,251456447
2820;0,267769934;0,643468934;0,414379421;0,300649737
2821;0,274646882;0,613090935;0,355848316;0,283120263
2822;0,231569645;0,538951856;0,305378843;0,295381263
2823;0,172703842;0,428268158;0,220305514;0,215836219
2824;0,124646357;0,293755934;0,138279134;0,121820451
2825;0,05545189;0,147733974;0,06083546;0,077668571
2826;0,023699463;0,040766621;0,0112264;0,0284931
2827;0,001078609;0,000626154;0,000203662;0,00103257
2828;0;0;0;0
2829;0;0;0;0
2830;0;0;0;0
2831;0;0;0;0
2832;0;0;0;0
2833;0;0;0;0
2834;0;0;0;0
2835;0;0;0;0
2836;0;0;0;0
2837;0;0,014904002;0,013173087;0
2838;0,020568237;0,090061524;0,066378194;0,022225735
2839;0,056107078;0,234037737;0,154668711;0,058018224
2840;0,083986165;0,396390039;0,243349066;0,097901147
2841;0,109725355;0,534374448;0,303592185;0,127582303
2842;0,113698382;0,61187254;0,356276921;0,146147171
2843;0,13140604;0,656604;0,389621447;0,138396158
2844;0,127801421;0,690709421;0,391210658;0,123207158
2845;0,104122184;0,655611948;0,401985987;0,130760724
2846;0,108225237;0,600485605;0,321892184;0,155282724
2847;0,073790657;0,492339829;0,243895658;0,090447991
2848;0,053636578;0,346130053;0,172696618;0,069756229
2849;0,034777465;0,17645775;0,099192742;0,02746204
2850;0,013897935;0,050756254;0,034741226;0,009134662
2851;0,000344832;0,001595772;0,000416609;0,000314794
2852;0;0;0;0
2853;0;0;0;0
2854;0;0;0;0
2855;0;0;0;0
2856;0;0;0;0
2857;0;0;0;0
2858;0;0;0;0
2859;0;0;0;0
2860;0;0;0;0
2861;0;0,018376956;0,01554142;0,012093338
2862;0,01469124;0,098996499;0,08260933;0,09706633
2863;0,049723749;0,264078632;0,173597171;0,238706645
2864;0,078257542;0,451790882;0,250488474;0,406404474
2865;0,097152774;0,586955645;0,331759737;0,514648974
2866;0,117977211;0,678349698;0,389505868;0,555980487
2867;0,127606382;0,721082605;0,398549921;0,60729754
2868;0,110674066;0,706281276;0,375747158;0,5487255
2869;0,10014675;0,666835145;0,396658039;0,536483763
2870;0,096396213;0,618720592;0,302905935;0,488135645
2871;0,065388308;0,495547145;0,178834342;0,382725237
2872;0,046967432;0,339975474;0,141451777;0,265246461
2873;0,026554504;0,172836276;0,083428015;0,153888553
2874;0,007458021;0,049896876;0,028144413;0,043294188
2875;0,000296114;0,001409456;0,000439788;0,000827622
2876;0;0;0;0
2877;0;0;0;0
2878;0;0;0;0
2879;0;0;0;0
2880;0;0;0;0
2881;0;0;0;0
2882;0;0;0;0
2883;0;0;0;0
2884;0;0;0;0
2885;0,020817574;0,017177006;0,023066572;0,015348884
2886;0,105589796;0,099492525;0,113697178;0,091183843
2887;0,285109184;0,250527;0,29366925;0,231379421
2888;0,487487921;0,419729763;0,497526434;0,372361658
2889;0,640866;0,558595461;0,624188921;0,496751092
2890;0,739912342;0,634229842;0,721638829;0,579529697
2891;0,779933961;0,669178027;0,772349092;0,591848487
2892;0,778248434;0,670841882;0,769705224;0,623574908
2893;0,731528053;0,649298448;0,729375395;0,556071987
2894;0,650786526;0,583459382;0,642084395;0,492190539
2895;0,525768632;0,481013092;0,508280092;0,396919776
2896;0,369710566;0,333298382;0,357909474;0,275795447
2897;0,191935698;0,177553342;0,173269698;0,142056158
2898;0,049713635;0,044574947;0,042781307;0,038951069
2899;0,001454947;0,001900843;0,001299948;0,000801516
2900;0;0;0;0
2901;0;0;0;0
2902;0;0;0;0
2903;0;0;0;0
2904;0;0;0;0
2905;0;0;0;0
2906;0;0;0;0
2907;0;0;0;0
2908;0;0;0;0
2909;0,020172548;0,018366627;0,007646366;0,017002025
2910;0,097099318;0,100426548;0,037516204;0,091886226
2911;0,235838842;0,257683263;0,064198326;0,236505829
2912;0,399541974;0,431203382;0,104616525;0,389082079
2913;0,520346053;0,566926777;0,156221803;0,516714947
2914;0,610037724;0,642180711;0,168417789;0,580743276
2915;0,635154474;0,695973079;0,169157013;0,631277763
2916;0,601954421;0,687095171;0,146005105;0,630483158
2917;0,56575654;0,652067526;0,134594092;0,577791197
2918;0,479821184;0,583671276;0,1338645;0,519691106
2919;0,387394145;0,485472513;0,081568156;0,416103474
2920;0,268769211;0,342901066;0,06752098;0,286281829
2921;0,143874119;0,181781605;0,041559059;0,148104308
2922;0,047189921;0,059705435;0,009754839;0,045159368
2923;0,000806455;0,002184806;0,000297695;0,000924174
2924;0;0;0;0
2925;0;0;0;0
2926;0;0;0;0
2927;0;0;0;0
2928;0;0;0;0
2929;0;0;0;0
2930;0;0;0;0
2931;0;0;0;0
2932;0;0;0;0
2933;0,009852022;0,021563468;0,021797852;0,019787357
2934;0,047829217;0,094702741;0,115078587;0,09891752
2935;0,09956115;0,267921632;0,297276277;0,273907658
2936;0,140950934;0,448605237;0,479036211;0,475241369
2937;0,179845658;0,580907013;0,631581158;0,609146803
2938;0,199417026;0,675159237;0,720471;0,696329447
2939;0,210647448;0,69028804;0,758872105;0,734966526
2940;0,217355842;0,693974526;0,761780842;0,739565605
2941;0,20326725;0,669885947;0,722977619;0,697579145
2942;0,181266316;0,598219776;0,639402;0,623822921
2943;0,143211947;0,487750382;0,518691829;0,510254566
2944;0,105194901;0,340907329;0,358203237;0,360642434
2945;0,061529657;0,179388158;0,177582237;0,188480369
2946;0,022903654;0,049660421;0,057624533;0,044774562
2947;0,000753416;0,002507529;0,001546825;0,001603126
2948;0;0;0;0
2949;0;0;0;0
2950;0;0;0;0
2951;0;0;0;0
2952;0;0;0;0
2953;0;0;0;0
2954;0;0;0;0
2955;0;0;0;0
2956;0;0;0;0
2957;0,01156548;0,021511987;0,006685636;0,01799858
2958;0,058390244;0,104140003;0,032429286;0,095892723
2959;0,117406539;0,277444855;0,068311974;0,262903579
2960;0,172727921;0,458504092;0,097513476;0,439558776
2961;0,241769487;0,596478868;0,109355021;0,562127842
2962;0,279927395;0,691227119;0,112256052;0,658954106
2963;0,278747527;0,385308908;0,131625158;0,696851961
2964;0,308836579;0,430028329;0,170710105;0,694171974
2965;0,277047553;0,398130947;0,12035621;0,643668789
2966;0,250953198;0,343098513;0,114600379;0,578263145
2967;0,214959987;0,295321066;0,071696752;0,466016724
2968;0,144899882;0,215292276;0,056722054;0,332653066
2969;0,092254153;0,12472654;0,035439636;0,173397316
2970;0,031873543;0,047749998;0,017578402;0,054934433
2971;0,000928458;0,002198904;0,000576532;0,002464793
2972;0;0;0;0
2973;0;0;0;0
2974;0;0;0;0
2975;0;0;0;0
2976;0;0;0;0
2977;0;0;0;0
2978;0;0;0;0
2979;0;0;0;0
2980;0;0;0;0
2981;0,018413436;0,018418276;0,025452892;0,010512074
2982;0,076721305;0,062860259;0,118955298;0,054650783
2983;0,163506888;0,120105308;0,266924763;0,101155658
2984;0,282978198;0,186871895;0,403327184;0,154468855
2985;0,374324092;0,185217671;0,51903375;0,200086421
2986;0,408937579;0,195814816;0,596144171;0,157779711
2987;0,383676355;0,215282644;0,628482198;0,123575566
2988;0,396996829;0,182475079;0,684253855;0,126337421
2989;0,333240592;0,151829803;0,637451605;0,136108658
2990;0,254309803;0,102458329;0,571037053;0,09885973
2991;0,203544158;0,094304957;0,453127263;0,095970256
2992;0,156000276;0,087962081;0,311865711;0,084122211
2993;0,084873955;0,067845565;0,167552152;0,050632007
2994;0,030484622;0,022062095;0,043454072;0,030114576
2995;0,00105298;0,001828399;0,001422875;0,003091357
2996;0;0;0;0
2997;0;0;0;0
2998;0;0;0;0
2999;0;0;0;0
3000;0;0;0;0
3001;0;0;0;0
3002;0;0;0;0
3003;0;0;0;0
3004;0;0;0;0
3005;0,023765801;0,011075618;0,027214026;0,0170445
3006;0,109790369;0,044164883;0,117278921;0,123732561
3007;0,259168934;0,098014319;0,254020855;0,121739787
3008;0,419835711;0,15019725;0,412429027;0,032636124
3009;0,541614987;0,181536;0,576375355;0,03625832
3010;0,637494947;0,194488066;0,608320895;0,126228825
3011;0,706319803;0,197507566;0,650639645;0,176973039
3012;0,685024381;0,191957368;0,675214618;0,096073074
3013;0,623724198;0,199320711;0,632298711;0,317039554
3014;0,542144724;0,18127354;0,520386987;0,654371881
3015;0,458682276;0,149616947;0,427651737;0,56818129
3016;0,315048948;0,115506711;0,291408237;0,400916881
3017;0,180958105;0,07896739;0,147424318;0,188872856
3018;0,049803691;0,028055345;0,046413375;0,052266244
3019;0,004539681;0,001149411;0,001638332;0,004184695
3020;0;0;0;0
3021;0;0;0;0
3022;0;0;0;0
3023;0;0;0;0
3024;0;0;0;0
3025;0;0;0;0
3026;0;0;0;0
3027;0;0;0;0
3028;0;0;0;0
3029;0,02421692;0,008217037;0,032264586;0,017291165
3030;0,112356221;0,038235443;0,128331399;0,061986916
3031;0,267623053;0,076580684;0,315451066;0,106654085
3032;0,415289605;0,109716446;0,504227605;0,169472447
3033;0,514246855;0,146802119;0,646329513;0,215978526
3034;0,601378934;0,167618368;0,733805921;0,263722263
3035;0,641427039;0,178208289;0,769189934;0,333553618
3036;0,663610974;0,179390566;0,762117947;0,330544472
3037;0,599972724;0,174846868;0,710721434;0,298901606
3038;0,541162303;0,158641737;0,628000619;0,312831276
3039;0,439378184;0,133067487;0,499438303;0,244909382
3040;0,300955539;0,094861421;0,34048354;0,179508553
3041;0,16452904;0,05694045;0,173837961;0,096095467
3042;0,049890616;0,022504545;0,053012211;0,036507296
3043;0,00297801;0,001092604;0,001107988;0,001157107
3044;0;0;0;0
3045;0;0;0;0
3046;0;0;0;0
3047;0;0;0;0
3048;0;0;0;0
3049;0;0;0;0
3050;0;0;0;0
3051;0;0;0;0
3052;0;0;0;0
3053;0,016007949;0,014391216;0,027788478;0,008398689
3054;0,061782245;0,05533005;0,129915553;0,037537394
3055;0,115403894;0,115756168;0,273488684;0,085373834
3056;0,160387461;0,171649907;0,415523171;0,125891961
3057;0,204538618;0,203809026;0,538017592;0,155468132
3058;0,2376255;0,25744729;0,392038974;0,187875987
3059;0,269927408;0,257180013;0,501887132;0,204447119
3060;0,293967829;0,26448075;0,647776658;0,205879816
3061;0,2736765;0,255114039;0,416587461;0,206684053
3062;0,236662343;0,218494535;0,380591842;0,181719
3063;0,176404776;0,184423066;0,306431092;0,144230487
3064;0,131117333;0,125219436;0,204225592;0,103856353
3065;0,080194694;0,072889141;0,126655263;0,062216629
3066;0,03516947;0,028158885;0,047589873;0,026114341
3067;0,001332965;0,001374161;0,001970407;0,001112744
3068;0;0;0;0
3069;0;0;0;0
3070;0;0;0;0
3071;0;0;0;0
3072;0;0;0;0
3073;0;0;0;0
3074;0;0;0;0
3075;0;0;0;0
3076;0;0;0;0
3077;0,006058095;0,02477442;0,028437959;0,023162117
3078;0,031306966;0,11425894;0,135881112;0,083002058
3079;0,058827276;0,305566658;0,305287342;0,13936654
3080;0,100330231;0,496440474;0,478289763;0,199084737
3081;0,112340329;0,640386829;0,610490408;0,297932909
3082;0,129344881;0,729608961;0,704169553;0,336695921
3083;0,124688013;0,769808763;0,738120869;0,335975961
3084;0,134016197;0,768549434;0,730025526;0,356647737
3085;0,138461171;0,726866369;0,721229487;0,317117329
3086;0,122949513;0,647104855;0,644658434;0,328128632
3087;0,120953368;0,52270579;0,522089369;0,263322553
3088;0,09993919;0,365446184;0,354817737;0,210931579
3089;0,046691487;0,196110987;0,184244882;0,121239908
3090;0,015898366;0,063404684;0,056027858;0,045159103
3091;0,000988417;0,005345334;0,004304762;0,001475741
3092;0;0;0;0
3093;0;0;0;0
3094;0;0;0;0
3095;0;0;0;0
3096;0;0;0;0
3097;0;0;0;0
3098;0;0;0;0
3099;0;0;0;0
3100;0;0;0;0
3101;0,029497192;0,027872465;0,021367802;0,024343575
3102;0,089647847;0,1176873;0,068512551;0,094477603
3103;0,232535211;0,297933631;0,141839447;0,176390329
3104;0,358366974;0,488867645;0,240368092;0,258631974
3105;0,445686869;0,632149421;0,287786763;0,336069869
